,O_m,O_r,O_L,O_k,O_B,b0,h,nvec1,nvec2,nvec3,Chi2
67,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,0.25000396531978664,227464420.10226944
68,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,0.2500037450112054,227464420.10226944
69,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,0.2500032673337481,227464420.10226944
70,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,0.25000235096006107,227464420.10226944
71,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,0.25000195660937813,227464420.10226944
72,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,0.25000097034874824,227464420.10226944
73,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,0.2500002203883983,227464420.10226944
74,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,0.24999930112800897,227464383.59755108
75,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,0.24999869534463637,227464088.30701596
76,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,0.24999880433137528,227462980.27984193
77,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,0.24999862332802583,227462980.27984193
78,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,0.2499990460963489,227462980.27984193
79,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,0.24999973210227394,227462980.27984193
80,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,0.2500005004712988,227462980.27984193
81,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,0.2500013572926786,227462980.27984193
82,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,0.25000168928319244,227462980.27984193
83,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,0.25000202635760155,227462429.84314498
84,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,0.25000169944027634,227461874.93485162
85,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,0.2500019771868154,227461303.4674098
86,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,0.25000161712704616,227461303.4674098
87,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,0.2500020194840827,227460532.4453059
88,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,0.25000234800443416,227458712.07269558
89,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,0.25000257367781675,227455631.13032094
90,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,0.2500025022567082,227455388.22643617
91,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,0.25000300635169226,227455388.22643617
92,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,0.2500030498310174,227455388.22643617
93,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,0.2500027849579856,227455388.22643617
94,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,0.2500036444594183,227455388.22643617
95,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,0.25000382020675327,227455388.22643617
96,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,0.25000365353985704,227455388.22643617
97,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,0.2500037976922027,227455388.22643617
98,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,0.2500042426346103,227455388.22643617
99,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,0.25000411453624743,227454945.39670584
100,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,0.2500032611103491,227454945.39670584
